Sport,#genre#
CNR 经济之声,http://ngcdn002.cnr.cn/live/jjzs/index.m3u8
CNR 老年之声,http://ngcdn011.cnr.cn/live/lnzs/index.m3u8
CNR民族之声,http://ngcdn009.cnr.cn/live/mzzs/index.m3u8
CNR 神州之声,http://ngcdn006.cnr.cn/live/szzs/index.m3u8
CNR 台海之声,http://ngcdn005.cnr.cn/live/zhzs/index.m3u8
CNR 文艺之声,http://audiows010.cnr.cn/live/wyzs192/playlist.m3u8
CNR 乡村之声,http://ngcdn017.cnr.cn/live/xczs/index.m3u8
CNR 香港之声,http://ngcdn008.cnr.cn/live/xgzs/index.m3u8
CNR 音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
CNR 阅读之声,http://ngcdn014.cnr.cn/live/ylgb/index.m3u8
CNR 中国交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8
CNR 中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
Coffee House,http://rfcmedia.streamguys1.com/coffeehousepremium.mp3
Country Hits,http://rfcmedia.streamguys1.com/countryhitspremium.mp3
Country Roads,http://rfcmedia.streamguys1.com/countryroadspremium.mp3
CRI HIT FM (北京),https://satellitepull.cnr.cn/live/wxgjlxyy/playlist.m3u8
CRI HIT FM (广州),https://satellitepull.cnr.cn/live/wxhitfm/playlist.m3u8
CRI Hit FM FM88.7,http://sk.cri.cn/887.m3u8
CRI 环球信息广播 FM90.5,http://sk.cri.cn/905.m3u8
CRI 华语环球广播,http://sk.cri.cn/hyhq.m3u8
CRI 环球资讯广播,https://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8
CRI 南海之声,http://sk.cri.cn/nhzs.m3u8
CRI 轻松调频,http://sk.cri.cn/915.m3u8
CRI 外语教学广播 China Plus Radio,http://sk.cri.cn/am1008.m3u8
CRI 英语环球广播 China Plus Radio,http://sk.cri.cn/am846.m3u8
CRI 粤语国际,http://sk.cri.cn/hxfh.m3u8
Dance One,http://rfcmedia.streamguys1.com/srdanceone.mp3
Disco Beats,http://rfcmedia.streamguys1.com/srdiscobeats.mp3
Eclectic24,https://kcrw.streamguys1.com/kcrw_192k_mp3_on_air
Heart FM 乐动1056,http://starfish.bj.aliyun.006.qingting.fm:8000/shenyangjingdianyinle
Kiss Radio,http://api.kiss.com.tw/test/hichannel2.php?api=2
LOVE 972,https://14033.live.streamtheworld.com/LOVE972FM_PREM.aac
Modern Radio,http://play.redefine.ltd/Stream1/FM1058-1.m3u8
M-Radio全国广播,http://stream.rcs.revma.com/044q61ha7a0uv/hls.m3u8
MY,https://astro1.rastream.com/myfm
My Radio,https://stream.hndt.com/live/yingshi/playlist.m3u8
News98 新闻台,http://stream.rcs.revma.com/55tyxsy4qtzuv
one FM,https://mediaprima.rastream.com/mediaprima-onefm
Pop Hits,http://rfcmedia.streamguys1.com/newpophitspremium.mp3
Relax & Unwind,http://rfcmedia.streamguys1.com/relaxationpremium.mp3
Smooth Jazz,http://rfcmedia.streamguys1.com/smoothjazzpremium.mp3
The Hit List,http://rfcmedia.streamguys1.com/srhitlist.mp3
Today’s Hits,http://rfcmedia.streamguys1.com/MusicPulsePremium.mp3
Today's Country Hits,http://rfcmedia.streamguys1.com/srtodayscountryhits.mp3
VOCALO,https://stream.wbez.org/vocalolinear
WHIZ Radio 海口广播,http://starfish.sz.aliyun.005.qingting.fm:8000/haikouSIMULRADIO
YES 933,https://22393.live.streamtheworld.com/YES933_PREM.aac
阿拉善汉语广播,https://satellitepull.cnr.cn/live/wx32nmgalshygb/playlist.m3u8
阿里郎电台(视频),https://amdlive-ch03-ctnd-com.akamaized.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
安徽故事广播,https://satellitepull.cnr.cn/live/wxahxspsgb/playlist.m3u8
安徽广播,https://satellitepull.cnr.cn/live/wxahyygb/playlist.m3u8
安徽交通广播,https://satellitepull.cnr.cn/live/wxahjtgb/playlist.m3u8
安徽经济广播,https://satellitepull.cnr.cn/live/wxahjjgb/playlist.m3u8
安徽旅游广播•高速之声,https://satellitepull.cnr.cn/live/wxahlygb/playlist.m3u8
安徽生活广播•城市之声,https://satellitepull.cnr.cn/live/wxahshgb/playlist.m3u8
安徽戏曲广播•动听995,https://satellitepull.cnr.cn/live/wxahxqgb/playlist.m3u8
安徽之声,https://satellitepull.cnr.cn/live/wxahxxgb/playlist.m3u8
北京广播,http://live.xmcdn.com/live/95/64.m3u8
北京经典969,http://live.funhillrm.com/4/sd/live.m3u8
藏语广播,http://ngcdn012.cnr.cn/live/zygb/index.m3u8
潮流音乐台,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
楚天广播,https://satellitepull.cnr.cn/live/wx32hubctyygb/playlist.m3u8
楚天交通广播,https://satellitepull.cnr.cn/live/wx32hubctjtgb/playlist.m3u8
大象资讯台,https://stream.hndt.com/live/nongcun/playlist.m3u8
电音电台,http://play.redefine.ltd/Stream3/FM1058-3.m3u8
动感音乐台,http://stream3.hndt.com/now/ufjjbZxV/playlist.m3u8
法国国际广播电台,https://rfienchinois64k.ice.infomaniak.ch/rfienchinois-64.mp3
法国国际广播电台,http://rfichinois96k.ice.infomaniak.ch/rfichinois-96k.mp3
房山电台,http://live.funhillrm.com/3/sd/live.m3u8
飞碟电台,http://stream.rcs.revma.com/em90w4aeewzuv
福建东南广播,https://satellitepull.cnr.cn/live/wx32fjdngb/playlist.m3u8
福建都市广播•私家车987,https://satellitepull.cnr.cn/live/wx32fjdndsgb/playlist.m3u8
福建汽车广播,https://satellitepull.cnr.cn/live/wx32fjdnyygb/playlist.m3u8
福州广播,http://live.zohi.tv/audio/s10001-FM893/index.m3u8
福州交通之声,http://live.zohi.tv/audio/s10001-FM876/index.m3u8
福州新闻广播,http://live.zohi.tv/audio/s10001-FM944/index.m3u8
福州左海之声,http://live.zohi.tv/audio/s10001-FM901/index.m3u8
甘肃都市调频,https://satellitepull.cnr.cn/live/wxgsdstb/playlist.m3u8
甘肃经济广播,https://satellitepull.cnr.cn/live/wxgshhzs/playlist.m3u8
格莱美音乐台,http://stream3.hndt.com/now/yorSd1X2/playlist.m3u8
古典音乐台,http://play.redefine.ltd/Stream2/FM1058-2.m3u8
广东广播,http://ls.qingting.fm/live/1260.m3u8
广西北部湾之声,https://satellitepull.cnr.cn/live/wx32gxdwgb/playlist.m3u8
广西广播,https://satellitepull.cnr.cn/live/wx32gxrmgb/playlist.m3u8
广西广播,https://satellitepull.cnr.cn/live/wx32gxwygb/playlist.m3u8
广西交通广播,https://satellitepull.cnr.cn/live/wx32gxjtgb/playlist.m3u8
广西教育广播,https://satellitepull.cnr.cn/live/wx32gbjyshgb/playlist.m3u8
广西经济广播•女主播电台,https://satellitepull.cnr.cn/live/wx32gxjjgb/playlist.m3u8
贵州都市广播,https://satellitepull.cnr.cn/live/wx32gzqcgb/playlist.m3u8
贵州故事广播,https://satellitepull.cnr.cn/live/wx32gzgsgb/playlist.m3u8
贵州广播,https://satellitepull.cnr.cn/live/wx32gzwxwzhgb/playlist.m3u8
贵州广播,https://satellitepull.cnr.cn/live/wx32gzyygb/playlist.m3u8
贵州经济广播,https://satellitepull.cnr.cn/live/wx32gzjjgb/playlist.m3u8
贵州旅游广播,https://satellitepull.cnr.cn/live/wx32gzlygb/playlist.m3u8
国立教育电台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
哈萨克语广播,http://ngcdn025.cnr.cn/live/hygb/index.m3u8
海南广播,https://satellitepull.cnr.cn/live/wxhainyygb/playlist.m3u8
河北广播,https://satellitepull.cnr.cn/live/wxhebzhgb/playlist.m3u8
河北广播,https://satellitepull.cnr.cn/live/wxhebyygb/playlist.m3u8
河北交通广播,https://satellitepull.cnr.cn/live/wxhebjtgb/playlist.m3u8
河北经济广播,https://satellitepull.cnr.cn/live/wxhebjjgb/playlist.m3u8
河北生活广播,https://satellitepull.cnr.cn/live/wxhebshgb/playlist.m3u8
河北文艺广播,https://satellitepull.cnr.cn/live/wxhebwygb/playlist.m3u8
河南广播,https://stream.hndt.com/live/yinyue/playlist.m3u8
河南交通广播,https://stream.hndt.com/live/jiaotong/playlist.m3u8
河南教育广播,https://stream.hndt.com/live/jiaoyu/playlist.m3u8
河南经济广播,https://stream.hndt.com/live/jingji/playlist.m3u8
河南戏曲广播,https://stream.hndt.com/live/yule/playlist.m3u8
河南新闻广播,https://stream.hndt.com/live/xinwen/playlist.m3u8
河南信息广播,https://stream.hndt.com/live/leling/playlist.m3u8
黑龙江朝鲜语广播,https://satellitepull.cnr.cn/live/wx32hljcygb/playlist.m3u8
黑龙江都市女性广播,https://satellitepull.cnr.cn/live/wx32hljnxgb/playlist.m3u8
黑龙江高校广播,https://satellitepull.cnr.cn/live/wx32hljgxgb/playlist.m3u8
黑龙江广播,https://satellitepull.cnr.cn/live/wx32hljyygb/playlist.m3u8
黑龙江老年少儿广播•爱家调频,https://satellitepull.cnr.cn/live/wx32hljajgb/playlist.m3u8
呼伦贝尔汉语广播,https://satellitepull.cnr.cn/live/wx32nmghlbehygb/playlist.m3u8
呼伦贝尔蒙语广播,https://satellitepull.cnr.cn/live/wx32nmghlbemygb/playlist.m3u8
湖北城市之声,https://satellitepull.cnr.cn/live/wx32hubjtgb/playlist.m3u8
湖北经典广播,https://satellitepull.cnr.cn/live/wx32hubyygb/playlist.m3u8
湖北亲子广播,https://satellitepull.cnr.cn/live/wx32hubfnetgb/playlist.m3u8
湖北生活广播,https://satellitepull.cnr.cn/live/wx32hubczshgb/playlist.m3u8
湖北之声,https://satellitepull.cnr.cn/live/wx32hubzsgb/playlist.m3u8
湖北资讯广播,https://satellitepull.cnr.cn/live/wx32hubzxgb/playlist.m3u8
湖南文艺广播•摩登音乐台,https://satellitepull.cnr.cn/live/wx32hunwygb/playlist.m3u8
湖南音乐之声•芒果音乐台,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2
华语金曲500首,http://ls.qingting.fm/live/3412131.m3u8
怀集音乐台,http://live.xmcdn.com:80/live/966/64.m3u8
欢乐调频,http://starfish.bj.aliyun.007.qingting.fm:8000/huanletiaopin
惠州广播,http://stream.hztvmg.com/gbtest2/sd/live.m3u8
惠州广播,http://stream.hztvmg.com/test17/playlist.m3u8
江苏广播,https://satellitepull.cnr.cn/live/wx32jsyygb/playlist.m3u8
江苏文艺广播,https://satellitepull.cnr.cn/live/wx32jswygb/playlist.m3u8
江西都市广播,https://satellitepull.cnr.cn/live/wx32jiangxdsgb/playlist.m3u8
开州之声,http://183.64.174.171:10124/tlgb.m3u8
老歌音乐台,http://live.xmcdn.com:80/live/2628/64.m3u8
辽宁交通广播,https://satellitepull.cnr.cn/live/wxlnjtgb/playlist.m3u8
辽宁经典广播,https://satellitepull.cnr.cn/live/wxlnwygb/playlist.m3u8
辽宁经济广播,https://satellitepull.cnr.cn/live/wxlnjjtb/playlist.m3u8
辽宁乡村广播,https://satellitepull.cnr.cn/live/wxlnxcgb/playlist.m3u8
辽宁之声,https://satellitepull.cnr.cn/live/wxlnzhgb/playlist.m3u8
旅游之声,http://starfish.bj.aliyun.007.qingting.fm:8000/fm98.7lvyouzhisheng
民谣 蓝调,http://play-radio-stream3.hndt.com/now/XWfN89gh/playlist.m3u8
民谣音乐台,http://stream3.hndt.com/now/DTK5qc83/playlist.m3u8
内蒙古经济生活广播,https://satellitepull.cnr.cn/live/wx32nmgjjgb/playlist.m3u8
内蒙古蒙语对外广播草原之声,https://satellitepull.cnr.cn/live/wx32nmgdwgb/playlist.m3u8
内蒙古蒙语新闻广播,https://satellitepull.cnr.cn/live/wx32nmgmygb/playlist.m3u8
内蒙古评书曲艺广播,https://satellitepull.cnr.cn/live/wx32nmgpsqy/playlist.m3u8
内蒙古新闻广播,https://satellitepull.cnr.cn/live/wx32nmghyzhxwgb/playlist.m3u8
宁波广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts02_986.m3u8
宁波交通广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts01_939.m3u8
宁波经济广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts03_1029.m3u8
宁波老少广播•阳光904,http://ihzlh.linker.cc/ihzlh/zjnb_ts05_904.m3u8
宁波新闻广播,http://ihzlh.linker.cc/ihzlh/zjnb_ts04_920.m3u8
宁夏广播,https://satellitepull.cnr.cn/live/wxnxyygb/playlist.m3u8
宁夏经济广播,https://satellitepull.cnr.cn/live/wxnxjjgb/playlist.m3u8
宁夏旅游广播,https://satellitepull.cnr.cn/live/wxnxdsgb/playlist.m3u8
宁夏新闻广播,https://satellitepull.cnr.cn/live/wxnxxwgb/playlist.m3u8
青岛摩登音乐调频,http://video11.qtv.com.cn/zhibo886/manifest.m3u8
青岛音体广播,http://video11.qtv.com.cn/zhiboytgb-sd/manifest.m3u8
青海交通广播,https://satellitepull.cnr.cn/live/wx32qhjtyygb/playlist.m3u8
青海经济广播,https://satellitepull.cnr.cn/live/wx32qhjjgb/playlist.m3u8
青海新闻广播,https://satellitepull.cnr.cn/live/wx32qhwxzhgb/playlist.m3u8
清晨音乐台,http://live.xmcdn.com:80/live/1011/64.m3u8
全国治安交通网,http://stream.pbs.gov.tw:1935/live/mp3:PBS/playlist.m3u8
山东交通广播,https://satellitepull.cnr.cn/live/wxsdjtgb/playlist.m3u8
山东经典广播,https://satellitepull.cnr.cn/live/wxsdshxxgb/playlist.m3u8
山东经济广播,https://satellitepull.cnr.cn/live/wxsdjjgb/playlist.m3u8
山东体育休闲广播,https://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8
陕西都市广播•陕广新闻,https://satellitepull.cnr.cn/live/wxsxxdsgb/playlist.m3u8
陕西广播,https://satellitepull.cnr.cn/live/wxsxxyygb/playlist.m3u8
陕西交通广播,https://satellitepull.cnr.cn/live/wxsxxjtgb/playlist.m3u8
陕西经济广播•896汽车调频,https://satellitepull.cnr.cn/live/wxsxxjjgb/playlist.m3u8
陕西农村广播,https://satellitepull.cnr.cn/live/wxsxxncgb/playlist.m3u8
陕西青少广播•好听1055,https://satellitepull.cnr.cn/live/wxsxxqcgb/playlist.m3u8
陕西戏曲广播,https://satellitepull.cnr.cn/live/wxsxxxqgb/playlist.m3u8
陕西新闻广播,https://satellitepull.cnr.cn/live/wxsxxxwgb/playlist.m3u8
上海第一财经广播,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
上海动感101,http://ls.qingting.fm/live/274.m3u8
上海长三角之声,https://satellitepull.cnr.cn/live/wx32dfgbdt/playlist.m3u8
绍兴交通广播,http://live.shaoxing.com.cn/audio/s10001-jt2/index.m3u8
绍兴之声,http://live.shaoxing.com.cn/audio/s10001-xw1/index.m3u8
深圳飞扬971,https://satellitepull.cnr.cn/live/wxszfy971/playlist.m3u8
深圳飞扬音乐台,http://ls.qingting.fm/live/1271.m3u8
私家车999,https://stream.hndt.com/live/sijiache/playlist.m3u8
四川城市之音,https://satellitepull.cnr.cn/live/wxsccszs/playlist.m3u8
四川广播四川之声,https://satellitepull.cnr.cn/live/wxsczhgb/playlist.m3u8
四川交通广播,https://satellitepull.cnr.cn/live/wxscjtgb/playlist.m3u8
四川经济广播,https://satellitepull.cnr.cn/live/wxscjjgb/playlist.m3u8
四川旅游生活广播,https://satellitepull.cnr.cn/live/wxsclyshgb/playlist.m3u8
四川岷江广播,http://ls.qingting.fm/live/1110.m3u8
四川岷江音乐,https://satellitepull.cnr.cn/live/wxscmjyyt/playlist.m3u8
四川私家车广播,https://satellitepull.cnr.cn/live/wxsc925/playlist.m3u8
四川文艺广播,https://satellitepull.cnr.cn/live/wxscwygb/playlist.m3u8
台北广播电台AM1134,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/am/playlist.m3u8
台北广播电台FM93.1,https://stream.ginnet.cloud/live0130lo-yfyo/_definst_/fm/playlist.m3u8
台北国际小区广播电台,http://live.leanstream.co/ICRTFM-MP3
台湾Lounge Radio音乐电台,http://streaming.radionomy.com/JamendoLounge
台湾古典音乐台,http://59.120.88.155:8000/live.mp3
台中广播电台,http://211.20.119.101:8081
太阳电台,http://211.20.119.102:8081
天津静海区广播•交通广播网,http://starfish.bj.aliyun.001.qingting.fm:8000/jingdianFM1008
天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
天籁之音 Hi-Fi Radio,http://play-radio-stream3.hndt.com/now/JxkyN5mR/playlist.m3u8
天籁之音-国风,http://play-radio-stream3.hndt.com/now/UzPxbRaT/playlist.m3u8
维吾尔语广播,http://ngcdn013.cnr.cn/live/wygb/index.m3u8
武汉广播,http://stream.appwuhan.com/yypdzb/sd/live.m3u8
武汉交通广播,http://stream.appwuhan.com/jtpdzb/sd/live.m3u8
武汉经济广播,http://stream.appwuhan.com/cjpdzb/sd/live.m3u8
武汉青少广播•M-radio,http://stream.appwuhan.com/sepdzb/sd/live.m3u8
武汉新闻广播,http://stream.appwuhan.com/xwpdzb/sd/live.m3u8
锡林郭勒汉语广播,https://satellitepull.cnr.cn/live/wx32nmgxlglhygb/playlist.m3u8
心灵音乐馆,http://play-radio-stream3.hndt.com/now/AFqvb0VX/playlist.m3u8
新疆私家车广播,https://satellitepull.cnr.cn/live/wxxjsjcgb/playlist.m3u8
亚洲经典音乐台,http://live.xmcdn.com:80/live/1005/64.m3u8
延边文艺生活广播,https://satellitepull.cnr.cn/live/wxybwyshgb/playlist.m3u8
云南广播,https://satellitepull.cnr.cn/live/wxynyygb/playlist.m3u8
云南国际广播,https://satellitepull.cnr.cn/live/wxynsegb/playlist.m3u8
云南交通之声,https://satellitepull.cnr.cn/live/wxynjtgb/playlist.m3u8
云南教育广播•知道分子频道,https://satellitepull.cnr.cn/live/wxynjygb/playlist.m3u8
云南经济广播•私家车电台,https://satellitepull.cnr.cn/live/wxynjjgb/playlist.m3u8
云南旅游广播•香格里拉之声,https://satellitepull.cnr.cn/live/wxxgllzs/playlist.m3u8
云南民族广播,https://satellitepull.cnr.cn/live/wxynmzgb/playlist.m3u8
云南新闻广播,https://satellitepull.cnr.cn/live/wxynxwgb/playlist.m3u8
长沙城市之声,http://115.238.238.218/zhcs_radio/cszs1017__redirect__20573.m3u8
长沙广播,http://222.186.61.82/zhcs_radio/jjgb886__redirect__20573.m3u8
长沙交通广播,http://115.238.238.218/zhcs_radio/jtgb1061__redirect__20573.m3u8
浙江城市之声,https://satellitepull.cnr.cn/live/wxzjcszs/playlist.m3u8
浙江动听,http://ls.qingting.fm/live/4866.m3u8
浙江交通之声,https://satellitepull.cnr.cn/live/wxzjjtgb/playlist.m3u8
浙江经济广播,https://satellitepull.cnr.cn/live/wxzjjjgb/playlist.m3u8
浙江旅游之声,https://satellitepull.cnr.cn/live/wxzj1045/playlist.m3u8
浙江民生资讯广播,https://satellitepull.cnr.cn/live/wxzjmsgb/playlist.m3u8
浙江音乐调频•动听968,https://satellitepull.cnr.cn/live/wxzj968/playlist.m3u8
浙江之声,https://satellitepull.cnr.cn/live/wxzjzs/playlist.m3u8
正义电台,http://211.20.119.103:8081
中广流行网,http://stream.rcs.revma.com/aw9uqyxy2tzuv
中广新闻网,http://stream.rcs.revma.com/78fm9wyy2tzuv
中广音乐网,http://stream.rcs.revma.com/ks4vsmg3qtzuv
重庆广播,https://satellitepull.cnr.cn/live/wxcqyygb/playlist.m3u8

•埋堆堆,#genre#
埋堆堆1,https://tv.iill.top/huya/23749096
埋堆堆2,https://tv.iill.top/huya/23735126
埋堆堆3,https://tv.iill.top/huya/23865152
埋堆堆4,https://tv.iill.top/huya/23903196
埋堆堆5,https://tv.iill.top/huya/23740156
埋堆堆6,https://tv.iill.top/huya/23728660
埋堆堆7,https://tv.iill.top/huya/23865058
埋堆堆8,https://tv.iill.top/huya/23734183
埋堆堆9,https://tv.iill.top/huya/23865036
埋堆堆10,https://tv.iill.top/huya/23734246
埋堆堆11,https://tv.iill.top/huya/23863796
埋堆堆12,https://tv.iill.top/huya/23749083
埋堆堆13,https://tv.iill.top/huya/23824164
埋堆堆14,https://tv.iill.top/huya/23863804
埋堆堆15,https://tv.iill.top/huya/23865142
埋堆堆16,https://tv.iill.top/huya/23903183
埋堆堆17,https://tv.iill.top/huya/23903130
埋堆堆18,https://tv.iill.top/huya/23734169
埋堆堆19,https://tv.iill.top/huya/23728674

•影视,#genre#
「动画」茶啊二中,https://tv.iill.top/huya/11213191
「解说」大象放映室,https://tv.iill.top/huya/21277391
「解说」电视剧,https://tv.iill.top/huya/25018873
「解说」电影•1,https://tv.iill.top/huya/20289754
「解说」电影•2,https://tv.iill.top/huya/24983280
「解说」电影•3,https://tv.iill.top/huya/24396428
「解说」动漫•1,https://tv.iill.top/huya/19757963
「解说」恐怖电影,https://tv.iill.top/huya/23419131
「解说」漫威,https://tv.iill.top/huya/17089779
「解说」美剧,https://tv.iill.top/huya/20488841
「解说」七龙珠,https://tv.iill.top/huya/25650806
「解说」止戈电影,https://tv.iill.top/huya/19863777
「录像」 挨饿德•1,https://tv.iill.top/huya/20985858
「录像」 挨饿德•2,https://tv.iill.top/huya/17693860
「录像」 互扇巴掌大赛,https://tv.iill.top/huya/20072873
「录像」 荒野求生,https://tv.iill.top/huya/593667
「录像」 野行者,https://tv.iill.top/huya/20072663
「轮播」跳舞,https://tv.iill.top/huya/24634408
「轮播」乐高大师赛,https://tv.iill.top/huya/26355776
「轮播」国产悬疑,https://tv.iill.top/huya/11342395
奥特曼,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key
「轮播」成龙,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=34460526
「轮播」电影•1,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353059120
「轮播」哆啦A梦,https://tv.iill.top/huya/11601963
「轮播」动漫,http://tc-tct.douyucdn2.cn/dyliveflv1a/206858rtesHKjl.flv?wsAuth=874ec8068853bd13e2fa21a68f258440&token=cpn-androidmpro-0-206858-355488b41ed19088616f37e791a58fcf3679923943a09438&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
「动漫」航海王,https://tv.iill.top/huya/16913382
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
「轮播」经典小品,http://tc-tct.douyucdn2.cn/dyliveflv3/10153463r0oBSmAG.flv?wsAuth=327f9acf257abce343423d9ca46ef9ae&token=cpn-androidmpro-0-10153463-ee6c60cb51b36154827caa4c2303ce140c03be821c37ac32&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
铠甲勇士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c53_lb_82_720P_t10/c53_lb_82_720P_t10.m3u8?key
拉拉队集锦,http://111.62.156.15/tx.flv.huya.com/src/1099531627798-1099531627798-85899440409280512-2199063379052-10057-A-0-1.flv?wsSecret=eb319019991a1dbf62b1b50ae3742474&wsTime=6283abbe&u=0&seqid=16527099506830430&ctype=tars_mp&fs=bgct&t=102
林正英•1,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351505899
林正英•2,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353685311
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
名侦探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
「欧美」电影•1,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=37988782
七龙珠改,https://tv.iill.top/huya/11601966
猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠,https://tv.iill.top/huya/11352879
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
香港电影,https://tv.iill.top/huya/11602058
樱桃小丸子「中配」,http://zzy789.xyz/bili.php?id=23242774
中华小当家,https://tv.iill.top/huya/11342413
T-ARA,http://tc-tct.douyucdn2.cn/dyliveflv3/17732rtara.flv?wsAuth=444b28368bc6cf374a8f22734242cdec&token=cpn-androidmpro-0-17732-2c028a7d8b69ac4c6a43608933105351f464f9543343a70c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3

•少儿,#genre#
「电影」棉花糖和云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
「电影」熊出没•变形记,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
「电影」熊出没•过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
「电影」猪猪侠•英雄猪少年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
「电影」大卫贝肯•倒霉特工熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
「电影」昆塔•反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
宝宝巴士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
宝宝课堂,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
贝瓦儿歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
成都大熊猫繁育研究基地,https://gcwbcdtxy.liveplay.myqcloud.com/gcwbcd/cdrmipanda_1/index.m3u8
漫画说历史,https://tv.iill.top/huya/20985824
「轮播」二次猿动画,http://tc-tct.douyucdn2.cn/dyliveflv1a/206858rtesHKjl.flv?wsAuth=9eaefce6cc13570baaeff857204a4d5c&token=cpn-androidmpro-0-206858-355488b41ed19088c77925a51949944b3aeedf4a96fd30f8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
金鹰卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
山东少儿,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
喜仔的动画世界,https://tv.iill.top/huya/20036751
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8

•国际,#genre#
「CA」 CA,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
「CA」 CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8
「CA」 TheShoppingChannel,http://tscstreaming-lh.akamaihd.net/i/TSCLiveStreaming_1@91031/master.m3u8
「DE」 Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8
「KH」 Bayon TV,http://203.176.130.123:8989/live/bayontv1_480k.stream/playlist.m3u8?zshijd
「KH」NATIONAL GEOGRAPHIC,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b1800000_t64NzIwcA==.m3u8
